,Estado,FechasFechaPublicacion,Nombre,CompradorNombreOrganismo,CompradorCodigoOrganismo,AdjudicacionUrlActa,CodigoExterno
2073,Desierta o art 3 o 9 Ley 19 886,2016-11-24T10:01:35.917,ADQUISICION DE MATERIALES DEPORTIVO,Municipalidad de Los Angeles,87187,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=4HhhGCVw3ROa/sU44SeZKEqzphDPweDjyZIVBo+k2Os=,2408-1344-L116
4443,Desierta o art 3 o 9 Ley 19 886,2016-11-24T10:15:04.88,COMPRA DE INSUMOS PROGRAMA BUENAS PRACTICAS 18,SERVICIO SALUD ACONCAGUA,7431,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=4q4+7hc/wg9H2UOmbDv2ihenrTSkuM6dpaRQaWRB10Y=,4847-203-L116
2148,Desierta o art 3 o 9 Ley 19 886,2016-11-24T10:28:59.44,PANELES DE ACRILICO SEGUN ESPECIFICACONES TECNICAS,Municipalidad de Los Angeles,87187,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=3fyEULfXipT+TOEQVevCb4utJd4MOCb17PhCm3tUF6A=,2410-306-L116
1060,Desierta o art 3 o 9 Ley 19 886,2016-11-24T10:34:45.043,SERVICIOS DE FABRICACION DE MUEBLES MODULARES,Servicio de Salud Valdivia,7106,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=UJNfdjbZKkQwzbjRerbRDkbI2wCSogpq86f8BnWozRo=,1769-182-L116
1817,Desierta o art 3 o 9 Ley 19 886,2016-11-24T10:48:00,MATERIAL DEPORTIVO DECRETO 1303 429,I MUNICIPALIDAD DE LA PINTANA,83825,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=j/AJ6pFzUclj00L9yP0vau5OIfTWbDg4+2ZEtB0YTSs=,2314-63-L116
284,Desierta o art 3 o 9 Ley 19 886,2016-11-24T10:57:39.35,CLIMATIZADORES PROYECTO MEJORAMIENTO MEL,Hospital de Constitucion,7277,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=pbO08+ZmRC+2W8ovTKTA7xGKeDQW4TyQ3QDdW1uRs9w=,1511-55-L116
4023,Desierta o art 3 o 9 Ley 19 886,2016-11-24T11:16:54.723,ADQUISICION VESTUARIO ESCUELA NAYAHUE MALUCO,Ilustre Municipalidad de Quemchi,125066,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=efVtKo0vCBqLemFBxshKQN6i1dLS1Kg8wBn/Y7bCmLo=,4196-58-L116
1881,Desierta o art 3 o 9 Ley 19 886,2016-11-24T11:37:17.287,Maquinarias DSC 3452,MUNICIPALIDAD DE SANTIAGO,86568,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=d6Z5qrLjXvdcc8rgNKjg3Eum+xtngDdEbyhESBpY1RY=,2343-326-L116
2177,Desierta o art 3 o 9 Ley 19 886,2016-11-24T11:39:35.797,ADQUISICION TARJETAS MAGNETICAS NAVIDAD 2016,ILUSTRE MUNICIPALIDAD DE VALPARAISO,87402,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=9Jyc+WP8M2BrIR87hdFwdfqj24Y/3ApDMBx9AZe0Ilg=,2426-52-LP16
1335,Desierta o art 3 o 9 Ley 19 886,2016-11-24T12:08:00,SUMINISTRO CARNES ROJAS BLANCAS Y HUEVOS,Hospital de Santa Cruz,7314,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=v4DKQVlv0Novz/V4Gfz87VkyYqFyGv7eq4oc1q+H/p4=,2107-331-LP16
5044,Desierta o art 3 o 9 Ley 19 886,2016-11-24T12:48:36.84,Convenio Cirugias Endroprotesis rodilla,Servicio de Salud Arica,6926,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=LsWZQjpn5TFtg/2sA8XdeBLXKtUfJ8whD9d4WD4V8sk=,636-604-LE16
2149,Desierta o art 3 o 9 Ley 19 886,2016-11-24T12:49:50.673,MEDICAMENTOS OFTALMICOS CESFAM 2 DE SEPTIEMBRE,Municipalidad de Los Angeles,87187,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=etXW8R6fzU8KSieKsSprW5gwBSKvLlZyLsd9ljIuXz0=,2410-308-L116
4942,Desierta o art 3 o 9 Ley 19 886,2016-11-24T12:58:00,Finanzas implementos seguridad para funcionarios,ILUSTRE MUNICIPALIDAD DE HUARA,116946,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=kk0H+6xSB5wGdAU3aPyEvpePXDL3D/CM9xYuTHCOPWk=,5907-39-L116
2741,Desierta o art 3 o 9 Ley 19 886,2016-11-24T13:53:57.21,MAMPARAS POSTAS RURALES DE SALUD,ILUSTRE MUNICIPALIDAD DE PAINE,100728,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ArODgWe3KTlVMZe8O5IjctgklvdYWpK6jENGIsZCJ2I=,2790-176-L116
3813,Desierta o art 3 o 9 Ley 19 886,2016-11-24T15:12:12.887,INSUMOS CHILE CREC CONTIGO,Ilustre Municipalidad de Lebu,118096,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=BewgduswghJWQZSQsG9H2N4ZNSnZlmFAZGrPV/066D0=,3942-132-L116
2337,Desierta o art 3 o 9 Ley 19 886,2016-11-24T15:57:52.573,MATERIALES PARA SENALETICAS,Ilustre Municipalidad de Coyhaique,7071,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=vkS9riE6FC4pYRtlNUIP3C0tv9HpJK0/IWkG2gMV+rY=,2493-13-L116
4030,Desierta o art 3 o 9 Ley 19 886,2016-11-24T16:11:24.237,Mantenimiento viviendas fiscales Coyhaique,Direccion General de Aeronautica Civil,7202,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=QoK1b5aCZ0luuJZrFxwB6LmkslFKoFwnexfwdp+8rz4=,4218-3-L116
4031,Desierta o art 3 o 9 Ley 19 886,2016-11-24T16:11:32.963,Mantenimiento viviendas fiscales Chile Chico,Direccion General de Aeronautica Civil,7202,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Ob57o4639wEKggdHwWrfgDVk4fhZZdq7vt2n50nn1gM=,4218-4-L116
1167,Desierta o art 3 o 9 Ley 19 886,2016-11-24T16:15:57.063,ADQUISICION E INSTALACION DE ESTANTES METALICOS,Direccion General de Aeronautica Civil,7202,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=YSHpBHJiewz8+arkBzFXdithrSfffvOsBvev8suqUJ4=,2018-99-L116
2339,Desierta o art 3 o 9 Ley 19 886,2016-11-24T16:16:19.523,Instrumentos Musicales para batucada,Ilustre Municipalidad de Coyhaique,7071,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=pur2BI3f+uUkIPK9+38tGgKqAmsaPfwZeZLM3QVt4jg=,2495-121-L116
2340,Desierta o art 3 o 9 Ley 19 886,2016-11-24T16:18:18.813,Adquisicion de Maquinarias herramientas e Insumos,Ilustre Municipalidad de Coyhaique,7071,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=hM8cLWGAwLOCpDd0GNhd3eN7+gqV3IzxerMODAKjRbM=,2495-122-L116
1930,Desierta o art 3 o 9 Ley 19 886,2016-11-24T16:48:43.293,SERVICIO DE ALIMENTACION LICEO AGRICOLA DAEM,ILUSTRE MUNICIPALIDAD DE ARICA,86624,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Trsb7u+8cjl8uLim3ZsyhKan1/GRd9MbHbRZ8F4ZRsY=,2367-311-L116
1101,Desierta o art 3 o 9 Ley 19 886,2016-11-24T17:13:57.16,Licitacion N 73/2016 SUMINISTRO DE PAN HOSPITAL PITRUFQUEN,Hospital Pitrufquen,7048,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=5cLy/2UtQVFNMJDKy2/DpflvlXPvPIzNhc2K+RZ9X7A=,1950-124-LE16
2199,Desierta o art 3 o 9 Ley 19 886,2016-11-24T17:44:37.527,LICT PUB 190 2016 ADQ DE MATERIALES,I MUNICIPALIDAD DE COQUIMBO,87901,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=xTZEm3GkMTGEpcEo+McS0S72R6RNGLSxP+OT5BXT9WM=,2446-629-LE16
2245,Desierta o art 3 o 9 Ley 19 886,2016-11-24T17:52:17.59,ADQUISICION DE SERVICIO DE MOVILIZACION,ILUSTRE MUNICIPALIDAD DE LA SERENA,87976,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=2JFgwam46EHc45jrkrRCTN1cBD1FsKO4N2K1pDSseXU=,2450-903-L116
1024,Desierta o art 3 o 9 Ley 19 886,2016-11-24T19:29:12.63,MEMORANDUM 1000A/164/767/2016 MEDIO AMBIENTE,Ilustre Municipalidad de El Bosque,7496,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=b9duDljtxkEc4etWKcMrc6bKSb6yPlp39nqNtBdSXHY=,1736-965-L116
4175,Desierta o art 3 o 9 Ley 19 886,2016-11-24T20:53:42.04,Juguetes Celebracion de Navidad Servicio de Bienestar,Ilustre Municipalidad de Nacimiento,135561,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ZlktMkELHtIEBLb69g47uuAuWvpNd2Mkk0+1yoLZNuQ=,4363-4-L116
4677,Desierta o art 3 o 9 Ley 19 886,2016-11-24T21:37:10.317,GM145 REPARACION DE VEHICULOS ETA,Fuerza Aerea de Chile,6946,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=YdpspiLn3zRkBjAy1PF+rJhX81TTskYtBFX6u5kbrBg=,5196-252-L116
3669,Desierta o art 3 o 9 Ley 19 886,2016-11-25T09:25:39.487,Materiales Proyecto Movamonos ESc Republica Argentina,Ilustre Municipalidad de Padre Hurtado,117406,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=yoX9+cBC2iDL//0nwNHPtrAjQ+tVsMan7J+2mjLsmps=,3826-34-L116
4757,Desierta o art 3 o 9 Ley 19 886,2016-11-25T09:28:32.25,INSUMOS DENTALES PARA CMM RANCAGUA,Ejercito de Chile,111870,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=HIsfs+3Fbj7CUTr2PDcqmaYrXJfu49yl0tfQzuu8f/k=,5336-3-L116
3731,Desierta o art 3 o 9 Ley 19 886,2016-11-25T11:27:49.983,Camarines,Ilustre Municipalidad de San Juan de la Costa,118085,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=VJn3bQ8YFjBezjrhdenVloWV4Cd6sdZlWQ9w5GS1MR0=,3888-76-LE16
2076,Desierta o art 3 o 9 Ley 19 886,2016-11-25T11:31:52.8,MATERIALES DE FERRETERIA VIVERO CANTARRANA,Municipalidad de Los Angeles,87187,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Ijvum4+ZIwdmzll+iFztFr3eRwLfuRmUnPuYKrGWFos=,2408-1354-L116
1839,Desierta o art 3 o 9 Ley 19 886,2016-11-25T11:49:04.897,MATERIALES Y HERRAMIENTAS REPOSICION DE MOSAICOS PLAZA LAS ARAUCARIAS BARRIO BOSQUE NATIVO / SECPLAN DPTO DE VIVIENDA,Municipalidad de Puerto Montt,86507,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=EqA8jUPJIeleUyFVnKHMqEK/ePfTAbLaTK207dkvQs0=,2324-636-L116
2028,Desierta o art 3 o 9 Ley 19 886,2016-11-25T11:53:47.97,ADQUISICION DE MAQUINAS ELECTRICAS,I MUNICIPALIDAD DE PENALOLEN,87172,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=PuqajrDALTpVtJ5wGQJd2/JzhW33rZBD/r2YvLbesAQ=,2403-272-L116
5298,Desierta o art 3 o 9 Ley 19 886,2016-11-25T12:45:51.037,SUMINISTRO DE ANTISEPTICOS DOSIFICADOS,Hospital Clinico San Borja Arriaran,7326,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=gkN+Zq0335Kv2FmqzFIoYrJ7rClOJMcY8uHrOZHn2gc=,831756-154-LE16
2017,Desierta o art 3 o 9 Ley 19 886,2016-11-25T12:53:01.73,MATERIALES ELECTRICOS,ILUSTRE MUNICIPALIDAD DE RANCAGUA,87167,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=JX7Rt9Xgdnb9tH8AjkWl4GTjJsWR1hw9tNMCL6SV5vs=,2401-498-L116
385,Desierta o art 3 o 9 Ley 19 886,2016-11-25T12:58:04.497,Ropa de Trabajo para el Personal,Hospital San Jose,7406,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=9t5fiWgdqFJUVcTeR+VflwBHzyLBy92z/LF08LMrAh8=,1549-1200-LE16
4292,Desierta o art 3 o 9 Ley 19 886,2016-11-25T13:17:29.357,MATERIALES DE CONSTRUCCION EDLI II,Ilustre Municipalidad de Penco,142575,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=eIcmHfr4RjSdprGfaienpRAwdvs8y/9WLwvan+uUCEA=,4494-113-L116
4959,Desierta o art 3 o 9 Ley 19 886,2016-11-25T13:22:00,Servicio de alimentacion gira Vina del Mar Esc Rio Negro SP 80,I Municipalidad de Rio Negro,7367,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=hnqygfyC4Aa3hBLv1SVeEc1ZqLdqRljwZYbdJNSoQRU=,602-164-L116
2215,Desierta o art 3 o 9 Ley 19 886,2016-11-25T13:22:41.187,ADQUISICION DE MATERIALES DE GASFITERIA,I MUNICIPALIDAD DE COQUIMBO,87901,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=cCio/chqoIDFwa69LTQ/ZHRfxp1XyQ+JkILTQ52BD6s=,2446-667-L116
2216,Desierta o art 3 o 9 Ley 19 886,2016-11-25T14:31:11.807,Propuesta Privada N 004/2016 denominada SERVICIO DE TRASLADO,I MUNICIPALIDAD DE COQUIMBO,87901,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=hCstGhaosHG8wmW/Ild3JVi7ZUKKSxJICiEI5sKzKGo=,2446-668-E216
876,Adjudicada,2016-11-03T16:13:17.713,EXAMENES Y PROCEDIMIENTO AGENDA MEDICA,Hospital Clinico San Borja Arriaran,7326,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=OQQhq3UE3C/48x+dfvHyh4UiP0ooe8+kYOiVjAekpbI=,1669-1478-L116
874,Adjudicada,2016-11-03T16:13:46.207,EXAMENES Y PROCEDIMIENTO AGENDA MEDICA,Hospital Clinico San Borja Arriaran,7326,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=tHaAfMydXs7lx3e99Wx67DdUUt3cK045Buf083mhLho=,1669-1474-L116
875,Adjudicada,2016-11-03T16:14:04.96,EXAMENES Y PROCEDIMIENTO AGENDA MEDICA,Hospital Clinico San Borja Arriaran,7326,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Vz6tGweu9D/HMJvjZyCSsMChv46a4N3Avm/vjQo6oms=,1669-1476-L116
877,Adjudicada,2016-11-03T16:14:19.8,EXAMENES Y PROCEDIMIENTO AGENDA MEDICA,Hospital Clinico San Borja Arriaran,7326,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=LxqmRqVFenf8Bd6XyTlaIXVdC+boENMF/Nzf/paGAIk=,1669-1479-L116
878,Adjudicada,2016-11-03T16:14:52.237,EXAMENES Y PROCEDIMIENTO AGENDA MEDICA,Hospital Clinico San Borja Arriaran,7326,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=201vLzMJCECR1EypABox+5dWA6wHGUie9pmsOKSyuNA=,1669-1489-L116
882,Adjudicada,2016-11-10T15:25:18.49,EXAMENES Y PROCEDIMIENTO AGENDA MEDICA,Hospital Clinico San Borja Arriaran,7326,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=R+b3m9xJ2Wuyhhkg0f/EtcSbMwrhAq7XMxJdElSlLE0=,1669-1507-L116
920,Adjudicada,2016-11-23T16:20:26.25,EXAMENES Y PROCEDIMIENTO AGENDA MEDICA,Hospital Clinico San Borja Arriaran,7326,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=pVM+AExXC3RR4r+RO/NuEv4s1Z+VtQmWY8ijDZ42Aio=,1669-1594-L116
921,Adjudicada,2016-11-24T15:01:22.32,EXAMENES Y PROCEDIMIENTO AGENDA MEDICA,Hospital Clinico San Borja Arriaran,7326,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=PGnoKMlQ5PEC8T+6uqEd096jS9xmFLBj88EQ8cx2sw0=,1669-1596-L116
923,Adjudicada,2016-11-24T16:49:15.457,EXAMENES Y PROCEDIMIENTO AGENDA MEDICA,Hospital Clinico San Borja Arriaran,7326,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=sZmXa8h7ZmHWnjdHvvjSYb1lmMKMMxIShZl1FLdZFq0=,1669-1597-R116
916,Desierta o art 3 o 9 Ley 19 886,2016-11-25T14:38:36.293,EXAMENES Y PROCEDIMIENTO AGENDA MEDICA,Hospital Clinico San Borja Arriaran,7326,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=bj1U+V9WeXRjAKmeC9YclJWAnFjZ09MOO5MMSzhyTVQ=,1669-1587-L116
925,Adjudicada,2016-11-25T17:14:44.66,EXAMENES Y PROCEDIMIENTO AGENDA MEDICA,Hospital Clinico San Borja Arriaran,7326,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=L00HsOYtlyX5tHNjALAA9WheyV/rqf6exa8lzmBXeJo=,1669-1600-L116
926,Adjudicada,2016-11-25T14:40:08.6,EXAMENES Y PROCEDIMIENTOS AGENDA MEDICA,Hospital Clinico San Borja Arriaran,7326,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=QTK7GShcLShIo1b5zJsv30OVu+CUZYFLMhpwGpbrPSg=,1669-1604-L116
927,Desierta o art 3 o 9 Ley 19 886,2016-11-25T14:40:29.72,EXAMENES Y PROCEDIMIENTOS AGENDA MEDICA,Hospital Clinico San Borja Arriaran,7326,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=9THQ5UrPA/knTGHXU0E004V0Xe8C5ovvg2TKCF4Cwlo=,1669-1605-L116
5187,Desierta o art 3 o 9 Ley 19 886,2016-11-25T14:52:51.557,ADQUISICION EQUIPAMIENTO DE REHABILITACION PNHPA,SERVICIO DE SALUD AYSEN,7206,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=H0s2QbENtjLymJqzxS8SCQbU/R1DXX8m8FypU7nsO1s=,734-79-LE16
1613,Desierta o art 3 o 9 Ley 19 886,2016-11-25T14:55:25.483,EQUIPOS DE ADMINISTRACION DE SANGRE Y TUBOS,Hospital Doctor Luis Calvo Mackenna,6918,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dNmTy6ObaRbhFj4fct9lzsarxozWvSvE1XYzxPspsYM=,2252-221-LP16
1793,Desierta o art 3 o 9 Ley 19 886,2016-11-25T14:56:18.31,DENTAL CESFAM DR MARCELO LOPETEGUI,ILUSTRE MUNICIPALIDAD DE OSORNO,84959,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=e77zXa9UE3LRw7Ro4qAPJ7VEeyQ58BXIGXdu9nPUj1g=,2307-254-L116
4053,Desierta o art 3 o 9 Ley 19 886,2016-11-25T15:42:39.497,SUMINISTRO DE PASAJES PARA TRANSPORTE DE PASAJEROS II,Ilustre Municipalidad de Curanilahue,127036,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=72tJGNrstUEmWffazRodqpgP401Fer+0gKFnepSkZvg=,4238-45-LE16
2132,Desierta o art 3 o 9 Ley 19 886,2016-11-25T16:06:15.45,ADQ DE ENTRADAS Y ALIMENTACION PARA PARQUE ZOOLOGICO CONCEPCION ESC F 933,Municipalidad de Los Angeles,87187,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=eP4VyL7kye78Ut4m5mSJhmR2opYXkZPtW9zqgvnoX9E=,2409-903-L116
2218,Desierta o art 3 o 9 Ley 19 886,2016-11-25T16:10:37.8,Adq de materiales de contruccion hidrolavadora y aspiradora,I MUNICIPALIDAD DE COQUIMBO,87901,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=TJvIH528awZsSPIe61NoTEve0FtTuIWgS3TZu6nkim8=,2446-670-L116
3658,Desierta o art 3 o 9 Ley 19 886,2016-11-25T16:37:34.17,servicio de sonido establecimientos educacionales,Ilustre Municipalidad de Cochrane,116942,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=tjwUY2EgEn9j1oyvJF3L0lRRRvjVaF3b+UKurkV3QM8=,3804-23-L116
4108,Desierta o art 3 o 9 Ley 19 886,2016-11-25T16:42:00,IMPLEMENTOS PARA AUDIO,Ilustre Municipalidad de Curepto,133311,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=lnFhSKTI0ULIal8UfCjZ/TenoPvP7tCx44OXRmPGtr4=,4316-27-L116
4712,Desierta o art 3 o 9 Ley 19 886,2016-11-25T16:47:37.52,MANTENCION Y REPARACION PARQUE VEHICULAR IV ZONA COQUIMBO,Carabineros de Chile,113812,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=yLF+SOldm1E2eDr56zuqX0b3YJnKIiyLndkVZlbssNQ=,5240-326-LQ16
2424,Desierta o art 3 o 9 Ley 19 886,2016-11-25T17:00:30.427,ADQ COLACIONES DEL LLUTA DIDECO DA 7019 JER IMA,ILUSTRE MUNICIPALIDAD DE ARICA,86624,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=EetOIsmdUUlmWr5p4v1U1Y+aFrQnIXU9Vb2zi+e6IZo=,2585-479-L116
4570,Desierta o art 3 o 9 Ley 19 886,2016-11-25T17:09:21.58,JUGUETES DE NAVIDAD BIENESTAR,Ilustre Municipalidad de Pitrufquen,116411,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=BaPZSQNWAzQQdnuqYJk29Y+dg314O8+gkp6tYZxgd68=,5066-140-E216
5005,Desierta o art 3 o 9 Ley 19 886,2016-11-25T17:19:44.503,ADQUISICION DE EQUIPAMIENTO PARA PROYECTO CMEL,Hospital San Juan de Dios de Los Andes,1214332,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=0tkBAjve6ub0oC2Bs5c15MqKX3jfObE1+eCCDAb9dM0=,617807-161-L116
844,Desierta o art 3 o 9 Ley 19 886,2016-11-25T17:38:48.92,P 390 2016 MEJORAMIENTO Y NORMALIZACION SISTEMA ELECTRICO CESFAM VILLA ALEGRE Y CESFAM PUBLO NUEVO,Municipalidad de Temuco,7321,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=/uiHtRyBw4vOq2KXa3P+WlrQZNXCLKfNVtgADY4fpNA=,1658-1195-LQ16
3228,Desierta o art 3 o 9 Ley 19 886,2016-11-25T17:46:44.143,ADQ DE REPUESTOS Y ACCESORIOS HYUNDAI,Ejercito de Chile,111870,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=+3hOkQ3G6ze3VblCoq4WYIL79saKNSKpkBikn7izif0=,3377-22-LE16
2429,Desierta o art 3 o 9 Ley 19 886,2016-11-25T18:20:04,Concesion Serv Mantencion Areas Verdes Concon,I MUNICIPALIDAD DE CONCON,94458,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=fsjFjVLxoNs/hRT1LS1EYW4TVlFXiGg9HQQTckGqBLA=,2597-72-LR16
2896,Desierta o art 3 o 9 Ley 19 886,2016-11-25T18:50:06.723,SERVICIO DE REPARACIONES EN ESCUELAS,Ilustre Municipalidad de Monte Patria,112924,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=sHPVq8z0/RYZc949MagzHT7Hduw1t0+XqxU/efAwmPY=,2992-225-L116
1932,Desierta o art 3 o 9 Ley 19 886,2016-11-25T20:44:00,Adq serv Show infantil navideno Esc Rep Israel,ILUSTRE MUNICIPALIDAD DE ARICA,86624,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=lbgRIzTODCUWBMWDBxb7BfMqti7pnQuAufw1l+MD4BI=,2367-316-L116
3551,Desierta o art 3 o 9 Ley 19 886,2016-11-28T09:48:56.633,SERV DE AMPLIFICACION ILUMINACION Y ESCENOGRAFIA,Ilustre Municipalidad de Chimbarongo,116404,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=5LpgPUHIq5e8JSs1WnVcdBFNCpAWWxM1OAsikU1Q5HA=,3730-275-L116
